Tag	Type	ID	TPRX2P	LHX8	FOXQ1	PAX9	EGR2	ELK3	ETV5	FOXI1	KLF3	LHX4	ETV4	TLX3	PAX2	SOX10	PAX7	SP7	KLF12	HOXB2	ERG	ETS1	VSX1	GCM1	HNF1B	PAX6	IRF9	TBXT	FOXJ2	TBX21
TCGA-OR-A5J7-01	Endocrine	TCGA-OR-A5J7-01	-9.9658	-9.9658	-9.9658	-3.8160	-0.3752	2.4960	5.2419	-9.9658	4.0488	-2.8262	0.5069	-9.9658	-0.1504	-9.9658	-9.9658	-3.8160	-2.3884	0.3685	1.3791	3.3105	-9.9658	-9.9658	-6.5064	-2.4659	6.1922	-6.5064	2.0638	-5.5735
TCGA-OR-A5LP-01	Endocrine	TCGA-OR-A5LP-01	-9.9658	-5.5735	-9.9658	-1.9379	0.9038	3.1685	4.3772	-9.9658	3.0842	-3.8160	-1.5105	-9.9658	-3.3076	-9.9658	-9.9658	-3.0469	-0.3940	3.5262	2.0325	3.4700	-3.8160	-6.5064	-9.9658	-2.1779	4.7388	-9.9658	2.8681	-2.5479
TCGA-OR-A5LT-01	Endocrine	TCGA-OR-A5LT-01	-9.9658	-9.9658	-9.9658	-5.0116	-3.3076	1.6234	3.0585	-9.9658	2.8502	-3.3076	-2.3147	-9.9658	-1.7322	-9.9658	-9.9658	-9.9658	-0.3566	-1.4699	-0.8863	-0.0877	-6.5064	-9.9658	-9.9658	-1.5522	6.5198	-9.9658	1.9377	-4.2934
TCGA-OR-A5KV-01	Endocrine	TCGA-OR-A5KV-01	-9.9658	-9.9658	-5.5735	-3.1714	-0.3940	2.5996	4.3162	-9.9658	4.0782	-4.0350	1.2636	0.7407	-1.2481	-9.9658	-9.9658	-9.9658	-1.5105	3.8411	0.2998	1.1706	-0.3752	-9.9658	-5.5735	-1.1172	4.5614	-3.6259	2.1247	-1.9942
TCGA-OR-A5KY-01	Endocrine	TCGA-OR-A5KY-01	-9.9658	-6.5064	-9.9658	-2.8262	0.2029	2.6043	4.3349	-9.9658	3.2034	-2.8262	3.8561	0.7407	-2.8262	-9.9658	-4.2934	-6.5064	-0.7108	4.1804	0.8408	2.2783	-3.8160	-4.0350	-6.5064	-1.3921	5.8711	-9.9658	2.1180	-4.2934
TCGA-OR-A5L9-01	Endocrine	TCGA-OR-A5L9-01	-9.9658	-9.9658	-9.9658	-4.6082	-6.5064	-0.4921	-0.6873	-9.9658	-0.5973	-6.5064	-4.6082	-3.6259	-6.5064	-9.9658	-9.9658	-9.9658	-2.7274	0.0580	-1.3921	1.1833	-5.0116	-9.9658	-9.9658	-3.6259	3.2450	-9.9658	0.2522	-5.0116
TCGA-OR-A5JC-01	Endocrine	TCGA-OR-A5JC-01	-9.9658	-9.9658	-9.9658	-4.2934	-1.2828	2.1280	3.5899	-9.9658	2.9729	-6.5064	1.9111	-1.4305	-2.7274	-9.9658	-9.9658	-9.9658	-2.1140	2.9432	0.9568	2.0604	-9.9658	-5.5735	-5.5735	-1.3548	6.0531	-4.0350	2.0946	-3.4580
TCGA-ZF-A9R5-01	Urinary	TCGA-ZF-A9R5-01	-9.9658	-9.9658	6.6693	-0.4521	-2.5479	3.1844	-0.2845	-1.0559	4.6543	-0.1031	3.8075	-5.5735	-9.9658	-9.9658	-9.9658	-5.5735	1.9931	5.7016	-0.2845	4.3597	-5.5735	-9.9658	3.2127	-1.2828	7.5766	-6.5064	2.1280	-1.9942
TCGA-E7-A7PW-01	Urinary	TCGA-E7-A7PW-01	-9.9658	-3.6259	5.9072	-1.3183	0.2029	1.0007	-0.0877	-2.9324	3.4713	0.6050	5.0202	0.9268	-2.4659	-9.9658	-4.6082	-5.0116	-1.2142	0.6239	-0.8863	1.9712	-5.5735	-5.0116	3.0927	0.0158	5.1388	-2.5479	1.6093	-3.8160
TCGA-4Z-AA7N-01	Urinary	TCGA-4Z-AA7N-01	-9.9658	-3.6259	4.9942	-1.7809	4.6753	4.4397	1.4335	-4.2934	5.6988	-1.1172	1.6420	-3.1714	-9.9658	-3.3076	-6.5064	-9.9658	1.8444	3.1426	2.5536	6.5173	-9.9658	-5.5735	1.4228	-0.7588	6.0809	-4.6082	2.9765	1.2696
TCGA-DK-A2I1-01	Urinary	TCGA-DK-A2I1-01	-9.9658	-9.9658	2.7073	-0.6416	1.2636	3.4700	3.2450	-5.5735	3.4034	-4.2934	2.0500	-3.0469	-9.9658	-4.2934	-9.9658	-9.9658	-1.3183	2.7487	1.0151	3.9663	-6.5064	-6.5064	3.4116	-2.6349	4.9681	-9.9658	1.5115	-3.0469
TCGA-GC-A3RC-01	Urinary	TCGA-GC-A3RC-01	-9.9658	-0.7834	0.3907	1.0915	0.4865	4.5808	1.4547	-9.9658	5.8299	-3.8160	3.4635	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	2.9820	0.3573	2.8219	5.0215	-9.9658	-9.9658	-4.0350	1.5115	6.9614	-3.0469	3.0825	-0.9971
TCGA-ZF-AA52-01	Urinary	TCGA-ZF-AA52-01	-9.9658	-9.9658	2.7227	-1.5522	2.4386	4.0233	2.0878	-5.5735	4.0858	-2.6349	4.6428	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-1.1488	2.2723	1.2085	3.1556	-5.0116	-3.8160	3.1162	0.7321	5.9598	-9.9658	2.0638	-2.4659
TCGA-E7-A541-01	Urinary	TCGA-E7-A541-01	-9.9658	-9.9658	3.4304	1.0573	-1.0862	3.9691	0.4447	-9.9658	4.4324	-0.9132	2.0430	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-0.8084	0.7146	0.9862	4.9079	-9.9658	-5.5735	2.0218	0.4552	7.5936	-9.9658	1.6140	-0.2328
TCGA-GV-A3QK-01	Urinary	TCGA-GV-A3QK-01	-5.5735	-6.5064	3.3745	1.9931	0.0300	3.0859	-1.2481	-6.5064	4.6035	0.3115	2.3019	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	0.1124	0.4761	3.7182	-9.9658	-4.2934	3.6486	-1.5522	6.6486	-9.9658	2.1411	-2.2447
TCGA-CF-A47W-01	Urinary	TCGA-CF-A47W-01	-9.9658	-5.0116	4.2699	-1.9379	-1.9379	2.0500	0.6145	-5.5735	3.2359	-5.0116	4.8983	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-1.3921	5.3020	-0.1187	2.3019	-9.9658	-5.0116	2.3222	-3.0469	5.7822	-5.5735	1.0779	-4.2934
TCGA-ZF-A9RL-01	Urinary	TCGA-ZF-A9RL-01	-9.9658	-9.9658	5.7383	1.8282	-2.4659	3.5274	2.2206	-9.9658	5.2679	-1.6850	4.3177	-9.9658	-6.5064	-9.9658	-5.5735	-9.9658	-1.7322	3.4894	-0.6193	3.8983	-2.7274	-6.5064	2.7551	-2.2447	5.8405	-9.9658	2.1378	-4.2934
TCGA-UY-A9PA-01	Urinary	TCGA-UY-A9PA-01	-9.9658	-9.9658	6.3359	0.7321	2.2960	3.8650	0.9935	-9.9658	6.8045	-2.2447	2.9929	-2.7274	-6.5064	-9.9658	-9.9658	-9.9658	0.9716	0.6332	-0.4325	5.8836	-9.9658	-4.6082	2.9618	-1.5951	7.4445	-9.9658	2.6850	-1.2142
TCGA-ZF-AA4R-01	Urinary	TCGA-ZF-AA4R-01	-9.9658	-5.5735	3.0654	0.6699	2.7889	4.4509	2.9618	2.6647	4.5466	-1.5951	2.4753	-9.9658	-9.9658	-9.9658	-4.2934	-4.6082	1.5758	4.3632	-0.2671	3.9356	-2.4659	-5.0116	0.9568	2.8955	7.0971	-9.9658	3.1393	-1.7809
TCGA-YF-AA3M-01	Urinary	TCGA-YF-AA3M-01	-9.9658	-9.9658	2.2633	1.0573	0.9493	3.6125	1.6740	0.2881	4.5230	-3.1714	4.1506	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.7146	1.2636	-0.5332	5.7798	-9.9658	-5.0116	-1.5105	3.8935	6.0186	-9.9658	1.9822	-5.5735
TCGA-E7-A7DV-01	Urinary	TCGA-E7-A7DV-01	-9.9658	-5.0116	0.1776	-2.6349	-0.1345	3.2973	4.0662	-9.9658	3.1294	-4.6082	2.9469	-6.5064	-4.2934	-9.9658	-9.9658	-9.9658	-4.6082	3.1749	-0.6873	4.6341	-5.5735	-9.9658	-4.6082	1.0915	6.0319	-9.9658	2.0912	-2.3147
TCGA-DK-AA76-01	Urinary	TCGA-DK-AA76-01	-9.9658	-5.5735	5.9284	1.1050	-3.3076	3.6600	1.3283	-9.9658	5.4522	-1.8836	2.3760	1.5366	-5.5735	-9.9658	-3.4580	-9.9658	0.3685	-0.1665	-0.0725	5.4006	-9.9658	-3.6259	-2.9324	-1.7809	3.5498	-9.9658	2.4544	-4.6082
TCGA-ZF-AA4N-01	Urinary	TCGA-ZF-AA4N-01	-9.9658	2.7826	3.3521	4.2661	6.1643	3.9654	2.8720	-1.9942	4.4900	-3.3076	3.5473	2.2452	-9.9658	-4.2934	-9.9658	-9.9658	-0.5332	-0.5332	2.2144	3.3521	-9.9658	-4.0350	-9.9658	0.5470	5.9016	-9.9658	3.0428	-2.0529
TCGA-CF-A47V-01	Urinary	TCGA-CF-A47V-01	-9.9658	-5.5735	3.2481	-0.2671	-0.7588	3.0515	0.6880	-1.2828	3.5584	-2.3147	3.6136	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.1811	3.9552	1.9111	4.0198	-9.9658	-3.1714	4.0082	-3.1714	7.6939	-9.9658	1.7828	-2.5479
TCGA-K4-A4AC-01	Urinary	TCGA-K4-A4AC-01	-9.9658	-1.6850	-1.0862	0.1388	-2.1140	3.6195	2.4597	-9.9658	3.4971	-3.6259	4.6888	1.0503	-9.9658	-6.5064	-9.9658	-9.9658	-3.0469	-0.3201	-0.5973	3.2481	-9.9658	-5.0116	-4.0350	0.5271	7.2152	-6.5064	2.2019	-2.3147
TCGA-BL-A0C8-01	Urinary	TCGA-BL-A0C8-01	-9.9658	-5.0115852344	3.92638139925	0.893511510229	-1.7005670368	2.88837856642	1.4755862101	-9.9658	4.30121664463	0.788806315921	0.690951852511	-9.9658	-9.9658	-9.9658	-9.9658	-7.02721645241	-0.816902493346	-1.0459052346	1.98827426764	4.3372977636	-4.49548189988	-2.63486646515	3.74535173346	-2.66503088348	5.3200533828	-9.9658	1.34159133257	-4.73053537509
TCGA-CU-A0YO-01	Urinary	TCGA-CU-A0YO-01	-9.9658	-4.2934	5.0068	0.9789	1.5998	3.9956	0.9935	-6.5064	4.7672	-4.2934	3.3393	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	0.4761	2.9820	1.3283	5.6874	-9.9658	-9.9658	1.9377	-1.5951	5.8563	-6.5064	2.6918	-1.4699
TCGA-R3-A69X-01	Urinary	TCGA-R3-A69X-01	-9.9658	-5.5735	4.8238	-2.5479	3.1261	4.4990	2.1830	-9.9658	4.8440	-1.9942	1.6140	-3.6259	-9.9658	-0.9406	-4.6082	-9.9658	0.5170	5.2567	2.3423	5.7824	-4.6082	-6.5064	4.1310	-2.5479	6.0186	-9.9658	2.8681	-1.3921
TCGA-UY-A9PB-01	Urinary	TCGA-UY-A9PB-01	-9.9658	-9.9658	3.3787	-0.4325	2.5137	4.5687	2.6418	-3.1714	3.7635	-3.4580	3.0358	-4.6082	-9.9658	-4.2934	-6.5064	-6.5064	1.1960	2.0844	0.5763	4.8079	-9.9658	-5.5735	1.5316	1.4335	6.9012	-4.6082	2.1411	0.7321
TCGA-FD-A5BV-01	Urinary	TCGA-FD-A5BV-01	-9.9658	-9.9658	3.7028	1.0151	0.1388	3.4075	2.9562	-9.9658	4.8304	-2.5479	4.8934	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-1.1811	2.6738	0.3907	4.1628	-9.9658	-9.9658	3.1955	-2.2447	4.2404	-9.9658	1.6187	-4.2934
TCGA-XF-AAN2-01	Urinary	TCGA-XF-AAN2-01	-9.9658	-9.9658	4.1923	0.2881	0.6145	4.4067	2.2391	-5.5735	4.8269	-1.0862	4.3917	-9.9658	-9.9658	-9.9658	-5.0116	-9.9658	1.4011	3.0654	0.2277	3.7898	-9.9658	-9.9658	-0.6873	2.5658	7.2746	-9.9658	3.1360	-0.4325
TCGA-K4-A54R-01	Urinary	TCGA-K4-A54R-01	-9.9658	-9.9658	-2.6349	0.1388	2.2019	3.9810	1.7316	-9.9658	5.5420	-3.8160	3.5299	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	0.2277	4.5411	-1.1488	4.7809	-9.9658	-9.9658	-0.5332	-3.1714	7.0308	-9.9658	2.6738	0.1124
TCGA-G2-A2EO-01	Urinary	TCGA-G2-A2EO-01	-9.9658	-9.9658	3.6066	2.4412	1.2934	3.0199	2.7551	-9.9658	4.5916	-4.2934	3.5022	-2.8262	-9.9658	-9.9658	-9.9658	-4.0350	-1.1172	2.8720	-0.5125	4.1732	-9.9658	-6.5064	0.7321	-2.2447	6.9938	-9.9658	1.5709	-1.0862
TCGA-XF-A8HB-01	Urinary	TCGA-XF-A8HB-01	-9.9658	-9.9658	5.5414	2.2603	-0.2328	2.0878	3.8591	-9.9658	4.4490	-3.1714	5.3899	-9.9658	-9.9658	-9.9658	2.0430	-5.0116	-0.4325	3.3647	0.0580	3.5073	-3.0469	-6.5064	1.8918	2.1013	6.3172	-9.9658	2.4035	-5.0116
TCGA-XF-AAMH-01	Urinary	TCGA-XF-AAMH-01	-9.9658	-3.8160	3.8391	-0.5973	1.2023	2.0878	3.3731	-6.5064	2.7721	-9.9658	7.8664	-9.9658	-5.0116	-9.9658	-3.0469	2.7763	-0.0130	-0.5125	-1.2142	0.4552	-9.9658	-6.5064	-1.5951	-2.9324	5.9265	-1.7809	2.4359	-6.5064
TCGA-KQ-A41Q-01	Urinary	TCGA-KQ-A41Q-01	-9.9658	-9.9658	5.3824	1.8643	-0.3022	3.1294	3.6961	-9.9658	5.2404	-0.6416	4.0233	-9.9658	-6.5064	-9.9658	-9.9658	-6.5064	-3.0469	3.5124	-0.8863	3.7867	-9.9658	-5.5735	3.7699	-1.7809	3.2662	-9.9658	4.0001	-5.5735
TCGA-CF-A9FM-01	Urinary	TCGA-CF-A9FM-01	-9.9658	-3.8160	5.1855	1.1382	0.8082	3.6428	2.4571	-9.9658	5.4400	-2.0529	3.7625	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-0.0277	5.4077	0.3796	5.1392	-6.5064	-5.5735	3.8531	-2.1779	6.2976	-9.9658	2.4063	-3.4580
TCGA-XF-A9SV-01	Urinary	TCGA-XF-A9SV-01	-9.9658	-9.9658	-1.7322	-1.1488	1.5950	4.0593	2.8482	-9.9658	4.7597	-1.8314	4.7060	-9.9658	-5.5735	-3.6259	-9.9658	-1.9942	-0.7346	1.3567	0.5069	3.4437	-9.9658	-9.9658	2.1894	-1.5105	6.2817	-9.9658	2.4198	-2.8262
TCGA-BT-A3PJ-01	Urinary	TCGA-BT-A3PJ-01	-9.9658	-9.9658	0.0990	-1.7809	-1.2142	4.9256	3.0234	-9.9658	4.3841	-2.8262	4.0610	-9.9658	-9.9658	-9.9658	-9.9658	-5.5735	1.9188	0.7233	0.0014	5.6525	-9.9658	-5.5735	-6.5064	3.1892	6.2698	-5.0116	2.5462	-1.7322
TCGA-CF-A3MF-01	Urinary	TCGA-CF-A3MF-01	-9.9658	-6.5064	0.6880	-2.9324	-4.0350	0.0014	-0.0574	-4.6082	1.5165	-0.2159	3.9654	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	2.6348	-0.7834	1.5216	-9.9658	-6.5064	2.7826	-3.3076	3.8136	-9.9658	-0.8863	-6.5064
TCGA-GD-A3OQ-01	Urinary	TCGA-GD-A3OQ-01	-9.9658	-3.4580	3.6669	1.5998	1.3167	5.6614	1.7828	-9.9658	5.3872	-2.7274	5.8468	-6.5064	-6.5064	-9.9658	-4.6082	-9.9658	1.2147	5.2817	0.4447	5.4650	-4.6082	-5.5735	-0.1665	3.5237	6.6414	-9.9658	2.9875	-4.0350
TCGA-XF-AAMR-01	Urinary	TCGA-XF-AAMR-01	-9.9658	-9.9658	3.5436	-0.0425	2.6138	4.4855	1.5266	-9.9658	4.7597	-2.3147	0.3115	-9.9658	-9.9658	-0.0425	-9.9658	-5.5735	1.1770	3.7050	2.2268	5.3078	-2.9324	-3.8160	3.9127	-1.3548	6.7059	-3.4580	3.5199	-3.1714
TCGA-BT-A42C-01	Urinary	TCGA-BT-A42C-01	-9.9658	-5.0116	4.0799	0.6790	-0.9132	3.5657	2.0325	-9.9658	4.5516	-1.5522	5.2277	-5.0116	-9.9658	-9.9658	-9.9658	-6.5064	-2.5479	3.9599	0.4233	3.4739	-2.4659	-2.5479	3.1733	-1.1488	6.4128	-9.9658	1.7229	-4.6082
TCGA-DK-A1AC-01	Urinary	TCGA-DK-A1AC-01	-9.9658	-3.8160	1.4859	0.8883	3.8228	3.1442	1.2147	-9.9658	5.3685	2.7847	2.6441	-6.5064	-9.9658	-9.9658	-9.9658	-6.5064	-1.3183	-0.2328	-0.2159	4.3342	-9.9658	-6.5064	5.0743	-1.7809	6.2145	-5.0116	1.8242	-0.3752
TCGA-FD-A5C1-01	Urinary	TCGA-FD-A5C1-01	-9.9658	-9.9658	1.2455	-2.2447	1.5612	4.2495	2.2237	-3.8160	3.8749	-0.5973	3.9374	-9.9658	-9.9658	-4.2934	-9.9658	-9.9658	-2.1779	2.5061	0.0440	3.9580	-9.9658	-2.1140	-2.8262	-0.6873	7.7746	-9.9658	1.8119	-0.9132
TCGA-BT-A3PH-01	Urinary	TCGA-BT-A3PH-01	-9.9658	-5.0116	2.2901	1.0079	-0.1828	3.9147	3.8491	-9.9658	5.3234	0.1124	5.4631	-9.9658	-6.5064	-9.9658	-6.5064	-6.5064	-2.8262	5.6699	1.2023	3.3105	-9.9658	-9.9658	-2.0529	-2.4659	4.3385	-9.9658	2.2482	-5.0116
TCGA-FJ-A3ZF-01	Urinary	TCGA-FJ-A3ZF-01	-9.9658	-4.2934	5.4243	-1.3183	-1.7809	2.1247	-1.6394	1.4011	3.6077	-0.5543	5.8012	-2.2447	-9.9658	-9.9658	-9.9658	-6.5064	-1.0262	-1.1488	0.0990	3.2313	-6.5064	-9.9658	4.3992	-2.2447	4.0610	-9.9658	1.0433	-3.8160
TCGA-FD-A3SM-01	Urinary	TCGA-FD-A3SM-01	-9.9658	-9.9658	-0.4521	-1.7322	2.5924	4.5398	2.5462	-1.1811	4.5940	-1.6850	3.4817	-9.9658	-9.9658	-4.2934	-6.5064	-9.9658	-0.6416	4.3938	1.1706	4.4115	-9.9658	-9.9658	-0.1504	-2.5479	6.5925	-9.9658	2.6255	-5.0116
TCGA-FD-A3B7-01	Urinary	TCGA-FD-A3B7-01	-9.9658	-6.5064	-2.9324	-0.0877	2.3193	5.7121	2.5536	-2.1140	3.9947	-2.8262	4.5028	-9.9658	-4.6082	-9.9658	-9.9658	-9.9658	0.9568	2.4960	3.2602	5.7819	-2.6349	1.0363	-3.8160	-2.5479	5.8220	-9.9658	2.8562	-0.8863
TCGA-UY-A9PH-01	Urinary	TCGA-UY-A9PH-01	-9.9658	-9.9658	5.4932	-3.1714	1.5612	3.1179	0.8082	-9.9658	4.5442	-4.0350	4.4122	-9.9658	-9.9658	-9.9658	-6.5064	-9.9658	-1.7322	4.5693	0.9038	4.4529	-9.9658	-4.0350	3.5212	-3.3076	7.1125	-9.9658	1.7273	-0.1031
TCGA-BT-A42E-01	Urinary	TCGA-BT-A42E-01	-9.9658	-9.9658	-0.8863	-6.5064	1.7009	3.7269	1.3623	-9.9658	3.6451	-2.4659	2.9525	-0.0425	-6.5064	-9.9658	-9.9658	-9.9658	-0.6873	2.7847	1.0007	4.1788	-3.8160	-6.5064	-0.2671	2.0147	6.8613	-3.3076	1.8604	-0.1993
TCGA-XF-A9T4-01	Urinary	TCGA-XF-A9T4-01	-9.9658	-4.0350	2.9839	1.2455	3.2174	5.9930	3.1669	-6.5064	5.3951	-2.6349	3.9251	-3.6259	-6.5064	-9.9658	-9.9658	-9.9658	1.2576	4.8385	1.4228	5.8473	-5.5735	-5.5735	-6.5064	-0.4325	6.9068	-5.5735	3.1377	-2.9324
TCGA-4Z-AA83-01	Urinary	TCGA-4Z-AA83-01	-9.9658	-5.0116	2.3843	-0.8863	0.3685	3.3032	1.3051	-9.9658	4.1740	-0.9971	2.0673	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.7322	3.7389	0.2400	4.8017	-9.9658	-4.2934	3.5212	-2.2447	6.8775	-4.6082	2.0979	-3.6259
TCGA-FD-A3SQ-01	Urinary	TCGA-FD-A3SQ-01	-9.9658	-9.9658	4.6142	-3.4580	2.6738	4.4108	2.3366	-5.0116	4.6376	-1.4699	1.5902	-9.9658	-9.9658	-1.8314	-9.9658	-9.9658	-0.0877	3.5742	1.7912	6.3583	-3.8160	-4.6082	4.0773	-2.1140	7.3014	-9.9658	2.8799	-3.1714
TCGA-FD-A3SO-01	Urinary	TCGA-FD-A3SO-01	-9.9658	-5.5735	2.4934	-1.3183	1.5709	4.2877	1.7316	-9.9658	4.1946	-0.8599	2.7270	-9.9658	-9.9658	-9.9658	-9.9658	-3.0469	1.0433	0.6332	1.2147	4.2556	-4.6082	-6.5064	-6.5064	3.2435	6.3911	-9.9658	3.4778	-2.1140
TCGA-K4-AAQO-01	Urinary	TCGA-K4-AAQO-01	-9.9658	-3.4580	4.4176	-0.1031	2.4727	3.8095	1.2209	-6.5064	4.2743	-1.6394	1.8918	-4.6082	-4.2934	0.5666	-9.9658	-5.0116	0.2762	1.5758	1.1960	4.6577	-1.9942	-3.1714	2.7847	-2.3147	6.0544	-9.9658	3.1011	-1.3548
TCGA-FD-A6TC-01	Urinary	TCGA-FD-A6TC-01	-9.9658	-9.9658	0.2154	-5.0116	2.1702	4.9801	2.7636	-9.9658	5.4410	-3.4580	4.4270	-9.9658	-9.9658	-3.1714	-9.9658	-5.5735	-0.8599	2.2360	0.1388	5.1461	-4.2934	-6.5064	0.3231	-1.2142	5.4832	-9.9658	2.5112	-5.0116
TCGA-DK-A6B0-01	Urinary	TCGA-DK-A6B0-01	-9.9658	-9.9658	3.8710	-0.4921	-1.4699	3.1327	1.5612	-4.0350	4.2578	-5.5735	4.4108	-9.9658	-6.5064	-9.9658	-5.5735	-9.9658	0.5955	5.7219	-0.0877	4.0375	-6.5064	-9.9658	3.0287	-1.9942	6.3519	-9.9658	1.3901	-5.5735
TCGA-GV-A3QG-01	Urinary	TCGA-GV-A3QG-01	-9.9658	-9.9658	-2.1779	-6.5064	3.4264	4.5274	3.7699	-9.9658	3.7815	-3.3076	4.8084	-6.5064	-6.5064	-1.9379	-9.9658	-4.6082	1.2271	2.9747	2.5487	5.9442	-9.9658	-3.8160	3.5349	1.7403	6.0251	-9.9658	2.5610	1.1316
TCGA-4Z-AA86-01	Urinary	TCGA-4Z-AA86-01	-9.9658	-6.5064	1.6604	-5.5735	1.0711	4.8987	3.0002	-5.5735	4.4900	-0.6193	3.9012	-9.9658	-9.9658	-6.5064	-9.9658	-6.5064	1.1897	1.7870	0.5568	5.7187	-5.5735	-5.5735	-3.0469	2.9450	7.2580	-9.9658	3.7453	0.6050
TCGA-XF-A8HI-01	Urinary	TCGA-XF-A8HI-01	-9.9658	-6.5064	5.9246	2.3280	-1.3548	4.2434	1.2394	-3.0469	4.9603	-0.3566	3.9524	-9.9658	-6.5064	-9.9658	-9.9658	-5.0116	0.7058	5.3782	1.1641	4.2929	-9.9658	-3.8160	2.3019	-1.9942	6.7560	-9.9658	2.4035	-3.6259
TCGA-4Z-AA80-01	Urinary	TCGA-4Z-AA80-01	-9.9658	-3.8160	7.5787	0.5859	4.6404	3.1261	-0.9971	-4.6082	5.0614	-2.0529	3.5851	-2.3147	-9.9658	-1.9942	-9.9658	-9.9658	-2.3884	-0.8339	-0.1828	3.8827	-3.0469	-6.5064	4.6742	-2.6349	7.1125	-9.9658	1.2992	-2.0529
TCGA-BL-A13I-01	Urinary	TCGA-BL-A13I-01	-9.9658	-7.02721645241	2.3971844628	-1.23672242403	1.72434958868	4.37511974637	4.73882275688	-7.85034953677	3.19445059265	-0.561362236287	1.60457564424	-9.9658	-4.49544923438	-0.816882589665	-9.9658	-6.50636491536	-0.34434692638	1.70236524557	1.70677899678	4.79880313363	-5.36096065853	-7.02721645241	-5.82284679141	-1.14880444401	5.3629820526	-7.85034953677	2.01943488149	-1.62446985824
TCGA-E7-A7XN-01	Urinary	TCGA-E7-A7XN-01	-9.9658	-9.9658	3.9393	3.2632	1.2085	3.6646	1.3454	-9.9658	4.4149	-1.9942	2.8858	-9.9658	-6.5064	-9.9658	-4.2934	-6.5064	-0.7834	0.6425	1.5366	4.0782	-9.9658	-1.8314	-5.5735	-0.8084	7.2096	-9.9658	2.2330	2.0673
TCGA-C4-A0F6-01	Urinary	TCGA-C4-A0F6-01	-9.9658	-9.9658	5.2434	1.1897	0.3907	3.0252	0.6608	-5.5735	5.0086	-3.0469	2.8994	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.7809	0.3685	0.5370	5.2480	-9.9658	-6.5064	-4.6082	-4.0350	5.5708	-9.9658	2.1734	-4.0350
TCGA-FD-A3B3-01	Urinary	TCGA-FD-A3B3-01	-9.9658	-4.2934	1.6281	-0.5125	3.7773	4.7608	1.8036	-6.5064	4.3191	-3.3076	1.6695	-9.9658	-9.9658	-1.3548	-9.9658	-6.5064	0.5069	2.0183	1.7575	5.3220	-9.9658	-5.0116	-5.5735	1.7954	7.1237	-6.5064	3.0910	-0.2498
TCGA-FD-A3B5-01	Urinary	TCGA-FD-A3B5-01	-9.9658	-0.7834	2.4412	0.5470	3.1924	5.2582	0.8082	-9.9658	5.3445	-1.2142	3.1261	-3.6259	-5.5735	-9.9658	-9.9658	-6.5064	0.8647	2.1925	0.5271	2.8117	-9.9658	-6.5064	-5.0116	-0.5332	5.5116	-9.9658	2.4306	-4.0350
TCGA-ZF-A9R1-01	Urinary	TCGA-ZF-A9R1-01	-9.9658	-9.9658	4.7055	1.9895	0.1257	5.5868	3.3800	-9.9658	5.2847	-1.5522	5.3169	-9.9658	-3.1714	-3.1714	-5.5735	-5.5735	1.2875	2.7805	0.0158	4.9156	-2.5479	-6.5064	2.4008	-1.8314	6.4160	-9.9658	3.3661	-3.0469
TCGA-ZF-AA4X-01	Urinary	TCGA-ZF-AA4X-01	-9.9658	-9.9658	6.1279	2.2019	-2.1779	2.8402	-2.4659	-6.5064	5.1433	-0.3940	4.0233	-3.1714	-6.5064	-9.9658	-9.9658	-4.0350	0.5470	2.6984	-0.4921	4.7709	-9.9658	-3.6259	3.3421	-0.1345	6.7399	-9.9658	3.1045	-3.6259
TCGA-UY-A9PE-01	Urinary	TCGA-UY-A9PE-01	-9.9658	-4.6082	3.8157	-1.6394	0.7579	2.7508	0.4016	-9.9658	3.6905	-1.4305	1.3109	-2.9324	-9.9658	-5.0116	-6.5064	-9.9658	-2.4659	-0.0130	-0.5756	3.3192	-9.9658	-5.0116	3.9261	-0.9686	5.3968	-9.9658	1.7360	-3.8160
TCGA-BT-A20N-01	Urinary	TCGA-BT-A20N-01	-9.9658	-2.8262	5.2980	0.6517	0.9568	3.2034	2.3536	-9.9658	4.5976	-2.3147	4.7426	1.3846	-3.3076	-9.9658	-9.9658	-9.9658	1.0293	2.8014	-0.4131	5.0592	-9.9658	-9.9658	-2.3884	-1.0262	5.5568	-5.5735	3.6006	-2.9324
